TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
353,species,hawgoo,,Hawaiian Goose,Branta sandvicensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
354,hybrid,x01139,,Barnacle x Hawaiian Goose (hybrid),Branta leucopsis x sandvicensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
355,species,rebgoo1,,Red-breasted Goose,Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
356,hybrid,x00939,,Greater White-fronted x Red-breasted Goose (hybrid),Anser albifrons x Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
357,hybrid,x00996,,Brant x Red-breasted Goose (hybrid),Branta bernicla x ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
358,hybrid,x00365,,Barnacle x Red-breasted Goose (hybrid),Branta leucopsis x ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
359,spuh,branta1,,Branta sp.,Branta sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
360,species,cabgoo1,,Cape Barren Goose,Cereopsis novaehollandiae,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
363,species,freduc1,,Freckled Duck,Stictonetta naevosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
364,species,buwgoo1,,Blue-winged Goose,Cyanochen cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
365,species,mutswa,,Mute Swan,Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
366,hybrid,x00366,,Graylag Goose x Mute Swan (hybrid),Anser anser x Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
367,species,blkswa,,Black Swan,Cygnus atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
368,hybrid,x01037,,Mute x Black Swan (hybrid),Cygnus olor x atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
369,species,blnswa2,,Black-necked Swan,Cygnus melancoryphus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
370,species,truswa,,Trumpeter Swan,Cygnus buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
371,hybrid,x00832,,Mute x Trumpeter Swan (hybrid),Cygnus olor x buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
372,species,tunswa,,Tundra Swan,Cygnus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
373,issf,tunswa1,,Tundra Swan (Whistling),Cygnus columbianus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
374,issf,bewswa1,,Tundra Swan (Bewick's),Cygnus columbianus bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
375,intergrade,tunswa2,,Tundra Swan (Whistling x Bewick's),Cygnus columbianus columbianus x bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
376,hybrid,x00418,,Trumpeter x Tundra Swan (hybrid),Cygnus buccinator x columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
377,slash,y00471,,Trumpeter/Tundra Swan,Cygnus buccinator/columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
378,species,whoswa,,Whooper Swan,Cygnus cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
379,hybrid,x00997,,Mute x Whooper Swan (hybrid),Cygnus olor x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
380,hybrid,x00419,,Trumpeter x Whooper Swan (hybrid),Cygnus buccinator x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
381,slash,y00708,,Tundra/Whooper Swan,Cygnus columbianus/cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
382,spuh,swan1,,swan sp.,Cygnus sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
383,species,cosswa1,,Coscoroba Swan,Coscoroba coscoroba,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
384,species,comduc2,,Knob-billed Duck,Sarkidiornis melanotos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
385,species,comduc3,,Comb Duck,Sarkidiornis sylvicola,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
386,species,harduc1,,Hartlaub's Duck,Pteronetta hartlaubii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
387,species,origoo1,,Orinoco Goose,Oressochen jubatus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
388,species,andgoo1,,Andean Goose,Oressochen melanopterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
389,species,uplgoo1,,Upland Goose,Chloephaga picta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
392,form,uplgoo2,,Upland Goose (White-breasted),Chloephaga picta (White-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,uplgoo1
393,form,uplgoo3,,Upland Goose (Bar-breasted),Chloephaga picta (Bar-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,uplgoo1
394,species,kelgoo1,,Kelp Goose,Chloephaga hybrida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
397,species,ashgoo1,,Ashy-headed Goose,Chloephaga poliocephala,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
398,species,ruhgoo1,,Ruddy-headed Goose,Chloephaga rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
399,hybrid,x01120,,Ashy-headed x Ruddy-headed Goose (hybrid),Chloephaga poliocephala x rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
400,spuh,chloep1,,Chloephaga sp.,Chloephaga sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
401,spuh,goose1,,goose sp.,Anatidae (goose sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
402,species,radshe1,,Radjah Shelduck,Radjah radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
405,species,egygoo,,Egyptian Goose,Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
406,species,maushe1,,Mauritius Shelduck,Alopochen mauritiana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
407,species,reushe1,,Reunion Shelduck,Alopochen kervazoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
408,species,rudshe,,Ruddy Shelduck,Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
409,hybrid,x00367,,Egyptian Goose x Ruddy Shelduck (hybrid),Alopochen aegyptiaca x Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
410,species,soashe1,,South African Shelduck,Tadorna cana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
411,species,ausshe1,,Australian Shelduck,Tadorna tadornoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
412,species,parshe1,,Paradise Shelduck,Tadorna variegata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
413,species,comshe,,Common Shelduck,Tadorna tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
414,hybrid,x00876,,Ruddy x Common Shelduck (hybrid),Tadorna ferruginea x tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
415,species,creshe1,,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
416,species,spwgoo1,,Spur-winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
417,issf,spwgoo2,,Spur-winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,spwgoo1
418,issf,spwgoo3,,Spur-winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,spwgoo1
419,species,flystd1,,Flying Steamer-Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
420,species,flistd1,,Flightless Steamer-Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
421,form,flistd2,,Flightless Steamer-Duck (Chiloe form),Tachyeres pteneres [undescribed form],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,flistd1
422,species,falstd1,,Falkland Steamer-Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
423,form,falstd2,,Falkland Steamer-Duck (Flightless),Tachyeres brachypterus (Flightless),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,falstd1
424,form,falstd3,,Falkland Steamer-Duck (Flying),Tachyeres brachypterus (Flying),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,falstd1
425,species,whhstd1,,White-headed Steamer-Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
426,spuh,steame1,,steamer-duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
427,species,creduc1,,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
430,species,speduc2,,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
431,species,musduc,,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
432,domestic,musduc3,,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,musduc
433,hybrid,x01045,,Egyptian Goose x Muscovy Duck (hybrid),Alopochen aegyptiaca x Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
434,species,grnpyg1,,Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
435,species,copgoo1,,Cotton Pygmy-Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
438,slash,y01228,,Green/Cotton Pygmy-Goose,Nettapus pulchellus/coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
439,species,afrpyg1,,African Pygmy-Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
440,species,rintea1,,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
441,species,wooduc,,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
442,hybrid,x00940,,Common Shelduck x Wood Duck (hybrid),Tadorna tadorna x Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
443,species,manduc,,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
444,hybrid,x00833,,Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
445,species,manduc1,,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
446,species,finduc1,,Finsch's Duck,Chenonetta finschi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
447,species,bratea1,,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
450,species,bluduc1,,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
453,species,torduc1,,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
460,species,saltea1,,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
461,species,baitea,,Baikal Teal,Sibirionetta formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
462,species,gargan,,Garganey,Spatula querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
463,species,hottea1,,Blue-billed Teal,Spatula hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
464,species,siltea1,,Silver Teal,Spatula versicolor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
467,species,puntea1,,Puna Teal,Spatula puna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
468,species,buwtea,,Blue-winged Teal,Spatula discors,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
469,species,cintea,,Cinnamon Teal,Spatula cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
470,issf,cintea1,,Cinnamon Teal (Northern),Spatula cyanoptera septentrionalium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cintea
471,issf,cintea6,,Cinnamon Teal (Andean),Spatula cyanoptera [orinoma Group],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cintea
475,issf,cintea5,,Cinnamon Teal (Southern),Spatula cyanoptera cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cintea
476,hybrid,bwxtea1,,Blue-winged x Cinnamon Teal (hybrid),Spatula discors x cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
477,slash,y00314,,Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
478,species,redsho1,,Red Shoveler,Spatula platalea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
479,species,capsho1,,Cape Shoveler,Spatula smithii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
480,species,aussho1,,Australasian Shoveler,Spatula rhynchotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
483,species,norsho,,Northern Shoveler,Spatula clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
484,hybrid,x00836,,Garganey x Northern Shoveler (hybrid),Spatula querquedula x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
485,hybrid,x00629,,Blue-winged Teal x Northern Shoveler (hybrid),Spatula discors x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
486,hybrid,x00630,,Cinnamon Teal x Northern Shoveler (hybrid),Spatula cyanoptera x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
487,species,gadwal,,Gadwall,Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
488,issf,gadwal1,,Gadwall (Common),Mareca strepera strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,gadwal
489,issf,gadwal2,,Gadwall (Coues's),Mareca strepera couesi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,gadwal
490,hybrid,x00457,,Northern Shoveler x Gadwall (hybrid),Spatula clypeata x Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
491,species,falduc,,Falcated Duck,Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
492,hybrid,x00368,,Baikal Teal x Falcated Duck (hybrid),Sibirionetta formosa x Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
493,hybrid,x00369,,Gadwall x Falcated Duck (hybrid),Mareca strepera x falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
494,species,eurwig,,Eurasian Wigeon,Mareca penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
495,hybrid,x01140,,Northern Shoveler x Eurasian Wigeon (hybrid),Spatula clypeata x Mareca penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
496,hybrid,x00723,,Gadwall x Eurasian Wigeon (hybrid),Mareca strepera x penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
497,species,amewig,,American Wigeon,Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
498,hybrid,x00877,,Wood Duck x American Wigeon (hybrid),Aix sponsa x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
499,hybrid,x00370,,Blue-winged Teal x American Wigeon (hybrid),Spatula discors x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
500,hybrid,x00777,,Northern Shoveler x American Wigeon (hybrid),Spatula clypeata x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
501,hybrid,x00724,,Gadwall x American Wigeon (hybrid),Mareca strepera x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
502,hybrid,x00421,,Eurasian x American Wigeon (hybrid),Mareca penelope x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
503,slash,y00670,,Eurasian/American Wigeon,Mareca penelope/americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
504,species,chiwig1,,Chiloe Wigeon,Mareca sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
505,hybrid,x00998,,Eurasian x Chiloe Wigeon (hybrid),Mareca penelope x sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
506,species,amsduc1,,Amsterdam Duck,Mareca marecula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
507,species,afbduc1,,African Black Duck,Anas sparsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
510,species,yebduc1,,Yellow-billed Duck,Anas undulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
513,species,melduc1,,Meller's Duck,Anas melleri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
514,species,pabduc1,,Pacific Black Duck,Anas superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
517,species,layduc,,Laysan Duck,Anas laysanensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
518,species,hawduc,,Hawaiian Duck,Anas wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
519,species,phiduc1,,Philippine Duck,Anas luzonica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
520,species,isbduc1,,Indian Spot-billed Duck,Anas poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
523,species,spbduc,,Eastern Spot-billed Duck,Anas zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
524,slash,y00830,,Indian/Eastern Spot-billed Duck,Anas poecilorhyncha/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
525,species,mallar3,,Mallard,Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
528,domestic,mallar2,,Mallard (Domestic type),Anas platyrhynchos (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,mallar3
529,hybrid,x01147,,Egyptian Goose x Mallard (hybrid),Alopochen aegyptiaca x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
530,hybrid,x01148,,Ruddy Shelduck x Mallard (hybrid),Tadorna ferruginea x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
531,hybrid,mdxmal1,,Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
532,hybrid,x00205,,Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
533,hybrid,x00612,,Northern Shoveler x Mallard (hybrid),Spatula clypeata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
534,hybrid,x00420,,Gadwall x Mallard (hybrid),Mareca strepera x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
535,hybrid,x00647,,Eurasian Wigeon x Mallard (hybrid),Mareca penelope x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
536,hybrid,x00611,,American Wigeon x Mallard (hybrid),Mareca americana x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
537,hybrid,x01149,,African Black Duck x Mallard (hybrid),Anas sparsa x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
538,hybrid,x00760,,Yellow-billed Duck x Mallard (hybrid),Anas undulata x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
539,hybrid,x00458,,Mallard x Pacific Black Duck (hybrid),Anas platyrhynchos x superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
540,hybrid,x00423,,Mallard x Hawaiian Duck (hybrid),Anas platyrhynchos x wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
541,hybrid,x00834,,Mallard x Indian Spot-billed Duck (hybrid),Anas platyrhynchos x poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
542,hybrid,x00835,,Mallard x Eastern Spot-billed Duck (hybrid),Anas platyrhynchos x zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
543,slash,y01128,,Mallard/Pacific Black Duck,Anas platyrhynchos/superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
544,slash,y01129,,Mallard/Hawaiian Duck,Anas platyrhynchos/wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
545,slash,y01130,,Mallard/Indian Spot-billed Duck,Anas platyrhynchos/poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
546,slash,y01131,,Mallard/Eastern Spot-billed Duck,Anas platyrhynchos/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
